participant_id,trial_id,target_name,phase,timestamp,raw_x,raw_y,smooth_raw_x,smooth_raw_y,mapped_x,mapped_y,left_ear,right_ear,head_offset_x,head_pose_status,fps,valid_face,camera_index
P01_webcam,1,CENTER,RECORD,1780217365.5657723,0.5079004329004329,0.7435763888888889,0.5079004329004329,0.7435763888888889,650,535,0.29739678501159267,0.2778210037516456,-0.023809523809523808,GOOD,48.886371318344466,1,1
P01_webcam,1,CENTER,RECORD,1780217365.6136303,0.513157894736842,0.7442708333333333,0.5105291638186374,0.7439236111111112,653,535,0.2671739779686545,0.2954338449611471,-0.027624309392265192,GOOD,20.895148233207625,1,1
P01_webcam,1,CENTER,RECORD,1780217365.6467316,0.5133928571428572,0.7456597222222222,0.5114837282600441,0.7445023148148149,654,536,0.2821136698014716,0.2761944676775617,-0.018005540166204988,GOOD,30.210275358874075,1,1
P01_webcam,1,CENTER,RECORD,1780217365.6745586,0.48646735509660227,0.7456597222222222,0.5052296349691836,0.7447916666666666,646,536,0.2628893978511926,0.28425056723967135,-0.0013850415512465374,GOOD,35.93628925159577,1,1
P01_webcam,1,CENTER,RECORD,1780217365.7051916,0.4998684210526316,0.7461805555555555,0.5041573921858732,0.7450694444444445,645,536,0.2569754993874838,0.2859221277810223,-0.02077562326869806,GOOD,32.64456274711248,1,1
P01_webcam,1,CENTER,RECORD,1780217365.7368224,0.5112141148325359,0.7467013888888889,0.5053335126269837,0.7453414351851851,646,536,0.270103709368375,0.2834217155626206,-0.03185595567867036,GOOD,31.61480074471052,1,1
P01_webcam,1,CENTER,RECORD,1780217365.7684572,0.48686403508771925,0.7456597222222222,0.5026950158356601,0.7453869047619047,643,536,0.26358290135864015,0.3008324256686075,-0.02197802197802198,GOOD,31.610750192183048,1,1
P01_webcam,1,CENTER,RECORD,1780217365.8035078,0.493656015037594,0.7456597222222222,0.5015651407359019,0.7454210069444445,642,536,0.26198293667347305,0.3016795001121316,-0.019230769230769232,GOOD,28.53015719698258,1,1
P01_webcam,1,CENTER,RECORD,1780217365.8452094,0.5022727272727273,0.7482638888888888,0.5016437614622159,0.7457368827160493,642,536,0.27671933270328286,0.2990310334271906,-0.02066115702479339,GOOD,23.97992098748492,1,1
P01_webcam,1,CENTER,RECORD,1780217365.8763647,0.48978354978354977,0.7475694444444444,0.5004577402943492,0.7459201388888889,640,537,0.2677335963992183,0.29407933060386954,-0.016483516483516484,GOOD,32.097218289649895,1,1
