participant_id,trial_id,target_name,phase,timestamp,raw_x,raw_y,smooth_raw_x,smooth_raw_y,mapped_x,mapped_y,left_ear,right_ear,head_offset_x,head_pose_status,fps,valid_face,camera_index
P01_webcam,1,CENTER,RECORD,1780217593.4078722,0.4937291743798593,0.5234375,0.4937291743798593,0.5234375,631,376,0.30030695356414944,0.2499924772679535,0.07102272727272728,GOOD,45.924209742584665,1,1
P01_webcam,1,CENTER,RECORD,1780217593.4387987,0.518581081081081,0.5197916666666667,0.5061551277304701,0.5216145833333333,647,375,0.2957461112815325,0.26458731055943074,0.0377906976744186,GOOD,32.33476467640597,1,1
P01_webcam,1,CENTER,RECORD,1780217593.4695313,0.5195195195195195,0.5220486111111111,0.5106099249934867,0.5217592592592593,653,375,0.2761573191943156,0.24429473740310115,0.02463768115942029,GOOD,32.53870382150781,1,1
P01_webcam,1,CENTER,RECORD,1780217593.500214,0.5172835879357619,0.5197916666666667,0.5122783407290554,0.5212673611111112,655,375,0.2904935805685688,0.27853199308944243,0.01906158357771261,GOOD,32.591547325806374,1,1
P01_webcam,1,CENTER,RECORD,1780217593.5474088,0.4919705664568679,0.5173611111111112,0.5082167858746179,0.5204861111111111,650,374,0.2921193961375597,0.24867116253843752,0.04678362573099415,GOOD,21.188811259465822,1,1
P01_webcam,1,CENTER,RECORD,1780217593.5784476,0.526463963963964,0.515625,0.5112579822228422,0.5196759259259259,654,374,0.27696340439288675,0.27676397453050083,0.007331378299120235,GOOD,32.21778071374802,1,1
P01_webcam,1,CENTER,RECORD,1780217593.6093884,0.4831383181126332,0.5177083333333333,0.5072408873499553,0.5193948412698413,649,373,0.2798178591103094,0.2757882026860359,0.015942028985507246,GOOD,32.31981506453477,1,1
P01_webcam,1,CENTER,RECORD,1780217593.6403873,0.5032594213932242,0.5203125,0.5067432041053639,0.5195095486111111,648,374,0.2941774187047962,0.2476869941530836,0.023255813953488372,GOOD,32.259162122459024,1,1
P01_webcam,1,CENTER,RECORD,1780217593.671392,0.4975882693420799,0.5215277777777778,0.5057259891316657,0.5197337962962963,647,374,0.3028069618701566,0.2469334609811411,0.02785923753665689,GOOD,32.253208554093646,1,1
P01_webcam,1,CENTER,RECORD,1780217593.7041547,0.5195848021934979,0.5203125,0.5071118704378489,0.5197916666666667,649,374,0.28932978553509353,0.25058962032122856,0.03372434017595308,GOOD,30.522453553781556,1,1
P01_webcam,1,CENTER,RECORD,1780217593.7363412,0.5017123287671232,0.5171875,0.5079101858765752,0.5191666666666667,650,373,0.29346673686509267,0.27337294190642064,0.019174041297935103,GOOD,31.06891851851852,1,1
P01_webcam,1,CENTER,RECORD,1780217593.7821486,0.514150494672755,0.5119791666666667,0.5074671272357427,0.5183854166666666,649,373,0.3035638147831131,0.26498897487532913,0.02631578947368421,GOOD,21.83055223026076,1,1
P01_webcam,1,CENTER,RECORD,1780217593.8132539,0.5250563063063063,0.5130208333333334,0.5080208059144213,0.5174826388888889,650,372,0.2820985374461223,0.27769994014046556,0.03333333333333333,GOOD,32.14888284214157,1,1
P01_webcam,1,CENTER,RECORD,1780217593.843321,0.5144988738738738,0.5163194444444444,0.5077423345082325,0.5171354166666667,649,372,0.27696340439288675,0.2691471485741207,0.03025936599423631,GOOD,33.258827540817215,1,1
P01_webcam,1,CENTER,RECORD,1780217593.875445,0.5263508371385084,0.5217013888888888,0.5111803615763966,0.5175694444444444,654,372,0.2963516842788705,0.28274969102665454,0.01884057971014493,GOOD,31.12956352004275,1,1
P01_webcam,1,CENTER,RECORD,1780217593.905348,0.5249155405405406,0.521875,0.5110255192340543,0.5181944444444444,654,373,0.2880212810781662,0.2570138164094518,0.024495677233429394,GOOD,33.44126675330681,1,1
P01_webcam,1,CENTER,RECORD,1780217593.934454,0.5281306306306306,0.5203125,0.515524750485854,0.5184548611111112,659,373,0.29274817792604646,0.2691471485741207,0.03561253561253561,GOOD,34.35729322815554,1,1
P01_webcam,1,CENTER,RECORD,1780217593.9664786,0.5234093366979091,0.5197916666666667,0.5175397420163225,0.5184027777777778,662,373,0.2897690693752757,0.2610639034271851,0.015759312320916905,GOOD,31.225973600553896,1,1
P01_webcam,1,CENTER,RECORD,1780217594.0139377,0.5148476928622927,0.5230902777777777,0.5192656843683437,0.5185590277777777,664,373,0.2929811456583583,0.29203635848314247,0.02148997134670487,GOOD,21.070763295120017,1,1
P01_webcam,1,CENTER,RECORD,1780217594.05677,0.5286204405922715,0.5288194444444444,0.5201692482082211,0.5194097222222223,665,373,0.28588050329357434,0.2745928641446465,0.014285714285714285,GOOD,23.346826085988468,1,1
P01_webcam,1,CENTER,RECORD,1780217594.0904052,0.5116082547589397,0.5289930555555555,0.5211588408074028,0.5205902777777778,667,374,0.2982114346188008,0.25400661372281547,0.024355300859598854,GOOD,29.730811761036605,1,1
P01_webcam,1,CENTER,RECORD,1780217594.1102164,0.5103715728715729,0.5293402777777778,0.5207809486272845,0.5223263888888889,666,376,0.2843715915507478,0.2601095235966364,0.024216524216524215,GOOD,50.476616843574746,1,1
P01_webcam,1,CENTER,RECORD,1780217594.140832,0.5262186443693293,0.5270833333333333,0.5208971824335868,0.5237326388888889,666,377,0.2929811456583583,0.2610569455278443,0.020114942528735632,GOOD,32.663120760682496,1,1
P01_webcam,1,CENTER,RECORD,1780217594.1698706,0.5366059379217274,0.5255208333333333,0.5231078888383722,0.5246527777777777,669,377,0.2671125534407476,0.2472971263481636,0.01566951566951567,GOOD,34.436841629925205,1,1
P01_webcam,1,CENTER,RECORD,1780217594.200473,0.5361622807017544,0.5244791666666667,0.5240890331946968,0.5249305555555555,670,377,0.2799352229421938,0.2754873360843024,0.031073446327683617,GOOD,32.67711676898626,1,1
P01_webcam,1,CENTER,RECORD,1780217594.247374,0.5226255707762557,0.5256944444444445,0.5238600362182684,0.5253125,670,378,0.2817376337221353,0.27129143346941054,0.038461538461538464,GOOD,21.32151262981847,1,1
P01_webcam,1,CENTER,RECORD,1780217594.2798083,0.4269550893011964,0.5286458333333334,0.5137424820853249,0.5261458333333333,657,378,0.27270415374994234,0.22135586014966685,0.02112676056338028,GOOD,30.83162916516587,1,1
P01_webcam,1,CENTER,RECORD,1780217594.3102777,0.4213682432432433,0.5256944444444445,0.5035383727398584,0.5267361111111111,644,379,0.285241413501914,0.23645110071592648,0.028089887640449437,GOOD,32.81979373699119,1,1
P01_webcam,1,CENTER,RECORD,1780217594.3411276,0.41625369500956355,0.5217013888888888,0.4936789729545854,0.5265972222222223,631,379,0.3125647725578586,0.26852766542542494,0.015580736543909348,GOOD,32.414980601882625,1,1
P01_webcam,1,CENTER,RECORD,1780217594.3720837,0.4398148148148148,0.5203125,0.4847984103768398,0.5257465277777778,620,378,0.2984122367449532,0.25985667204936574,0.02631578947368421,GOOD,32.30388404100463,1,1
P01_webcam,1,CENTER,RECORD,1780217594.4034739,0.41772040744643485,0.5196180555555555,0.47540962564558925,0.5248090277777778,608,377,0.32388951634141067,0.2563384062835067,0.034818941504178275,GOOD,31.85708643475619,1,1
P01_webcam,1,CENTER,RECORD,1780217594.4334579,0.4289043790626069,0.5184027777777778,0.46726290626469263,0.5237152777777778,598,377,0.3185272496377428,0.25697023995094836,0.023545706371191136,GOOD,33.35112355083412,1,1
P01_webcam,1,CENTER,RECORD,1780217594.4799752,0.4308702142606252,0.5210069444444444,0.45772806325382226,0.5231076388888889,585,376,0.2813704973026555,0.27262554168124725,0.009749303621169917,GOOD,21.497345060171803,1,1
P01_webcam,1,CENTER,RECORD,1780217594.5124354,0.4553819444444444,0.5190972222222222,0.44960566390609397,0.5224652777777778,575,376,0.29687772174822696,0.2890616099497218,0.009749303621169917,GOOD,30.806945382965598,1,1
P01_webcam,1,CENTER,RECORD,1780217594.541894,0.43538668285070226,0.5173611111111112,0.43952810412098875,0.5217534722222222,562,375,0.297328165193722,0.2913548138187525,0.04143646408839779,GOOD,33.94603344178442,1,1
P01_webcam,1,CENTER,RECORD,1780217594.5733235,0.4227418207681366,0.5171875,0.4295397291201768,0.5209027777777778,549,375,0.29344997775884574,0.2803912242573179,0.04874651810584958,GOOD,31.817212213161387,1,1
P01_webcam,1,CENTER,RECORD,1780217594.6069167,0.42461993243243246,0.5194444444444445,0.42930621343330044,0.5199826388888888,549,374,0.2979017445320833,0.25385414619816377,0.037396121883656507,GOOD,29.767948899929028,1,1
